,favorite_count,retweet_count,tweet_id
1005,6293,1901,746726893492264961
1006,5248,1984,na
1007,0,1042,na
1008,4835,1147,746507370331799552
1009,6432,1743,746369457296183296
1010,7193,2341,746131866353270785
1011,3690,862,746056674465751040
1012,4192,1131,745789737584201728
1013,7278,2464,745712555474169857
1014,7386,2693,745433859332898817
1015,8947,2572,745422721861951488
1016,7485,2944,745314852214812672
1017,8154,3740,na
1018,7534,2411,745057274213834752
1019,3096,658,744995559002476547
1020,8203,2858,744971033824788481
1021,5823,1649,744709961729576961
1022,7047,2258,744334584582643713
1023,163095,82936,744234667679821824
1024,1750,392,na
1025,4326,1152,743980013133783040
1026,3786,1014,743895842243887104
1027,0,2205,na
1028,4659,1458,743609136882065409
1029,19186,6963,743595352218079234
1030,3662,988,743545570443280384
1031,8233,3922,743509040018268160
1032,4404,1293,743253145791258624
1033,6447,2015,743222543746752512
1034,4000,1447,743210550650376192
1035,7341,3761,na
1036,4608,2113,742528081945055232
1037,7555,4121,742465765840982016
1038,10228,4013,742423162642649089
1039,7075,2100,742385888848715776
1040,4515,1457,742161185223630852
1041,5340,1646,742150202493153280
1042,4740,1594,741793243084521472
1043,8507,2922,741743615312056320
1044,3817,879,741438250968047616
1045,9122,3412,741303857943306240
1046,10428,5874,na
1047,9828,3268,741067297519869955
1048,6647,2931,740995091762794496
1049,3541,988,740711781497245696
1050,2951,826,740699677411020802
1051,18875,7181,740676969604493312
1052,36237,14069,740373148126859264
1053,2572,456,740365062632812544
1054,3427,903,740359008121298944
1055,6949,2078,740214022880927744
1056,20773,6261,739979181916880896
1057,4208,1137,739932919620358144
1058,3943,902,739844395122450432
1059,3951,1439,na
1060,5584,1750,739606132583456768
1061,41237,22632,739544071010713604
1062,7466,3106,739485614966472704
1063,120495,61420,739238016737267712
1064,112,6,na
1065,3916,1205,738885039132401664
1066,3461,855,738883339164192768
1067,5295,1641,738537488050847744
1068,3375,889,738402403196796928
1069,4479,1275,738184431987351552
1070,9140,3596,738166379505848322
1071,2622,690,738156281941262337
1072,5481,1856,737825997765107712
1073,10381,3656,737800291471392769
1074,5232,1406,737678682714693632
1075,10680,4711,737445868014444545
1076,3748,854,737322732686323712
1077,15261,7845,737310236135043073
1078,4470,1834,736736122429014017
1079,18431,7832,na
1080,4133,1320,736365798558728192
1081,8437,2923,736225169967091712
1082,8192,3142,736010860062248961
1083,3732,1217,735991939804200964
1084,4153,1162,735648574982246401
1085,6415,2477,735635075396599808
1086,13517,5358,735274957656215553
1087,3466,936,735256011242541056
1088,3239,1024,735137021832888320
1089,2843,546,734912253380567040
1090,13033,6653,734787682270871557
1091,2605,573,734776349148094464
1092,1550,418,na
1093,3717,821,733828109590532096
1094,3799,1064,733822298390548480
1095,3263,996,733481999936032768
1096,4359,1345,733460077437296640
1097,51100,17741,733109473259085826
1098,2526,561,732732179730554882
1099,3663,928,732726047838507009
1100,3816,816,732585876857835521
1101,8388,2660,732375209307705344
1102,15484,5753,732005607704649728
1103,3621,1033,731285267307364353
1104,3975,1343,731156013890428928
1105,6358,2087,730924639128584192
1106,5090,2265,730573372497772545
1107,3596,1102,730427195684999168
1108,3969,1112,730211842690162689
1109,5051,2029,730196697196822528
1110,4188,1187,729854727480086528
1111,1770,406,729838572744912896
1112,4141,1306,729823553781108736
1113,6015,2441,729463699031916544
1114,1956,346,729113512279150593
1115,3270,861,728986347021565952
1116,4847,1796,728760633324351488
1117,2875,711,728751174258708481
1118,3425,1089,728653941983072256
1119,5086,2108,728409944555401216
1120,3802,1010,728387158260723712
1121,4461,1240,728046957697052672
1122,4717,1755,728035330755047425
1123,4245,1158,728015541730869248
1124,3042,667,727685666293751812
1125,6111,1837,727644511996776449
1126,4633,1284,727524751036526594
1127,3457,788,727314408490168320
1128,3150,859,727286322952441857
1129,4025,1452,727175367849549825
1130,3780,1399,na
1131,7137,2581,726935081290452993
1132,3971,1587,726887073358159872
1133,3679,1051,726828212261629952
1134,4570,1206,726224894078406657
1135,7299,2791,725842282449125380
1136,4310,1431,725786708017553410
1137,5374,1878,725729306392027137
1138,1459,654,na
1139,3844,1370,724983740980690944
1140,2458,675,724771676257284096
1141,5483,1729,724405714131795968
1142,4473,1861,724049844495605761
1143,2752,591,724046330591645696
1144,4336,1653,724004596214038529
1145,4035,1292,723912928282300416
1146,7965,3132,723688327916998657
1147,3131,939,723673152451149824
1148,5473,1974,723179713569521664
1149,4249,1649,722974578855804928
1150,5138,1723,722613344872505345
1151,4817,1974,721503152168681472
1152,2618,647,721001172476137472
1153,3225,806,720785400575455232
1154,2569,712,720775341267148802
1155,4284,1579,720415104408399872
1156,6620,2644,720389936612913153
1157,2968,1029,720340697887457281
1158,4025,1180,720059469649022976
1159,5081,2109,720043168729862144
1160,4998,1833,719991136241082368
1161,4712,1522,719704480703361024
1162,5232,2029,719551372954365953
1163,2887,780,719367753803698176
1164,4560,1314,719339452099911682
1165,3539,1003,719332505971724289
1166,3610,1152,718971861124521984
1167,5416,1853,718939234342674432
1168,19539,8485,718631494844080128
1169,2518,506,718613299022180352
1170,2562,1067,718540625512165377
1171,2792,552,718459997370335232
1172,5034,1587,718454723171459074
1173,1997,525,718246851380711426
1174,4009,1058,718234610254143489
1175,2537,622,717841792524222464
1176,2986,1186,717790026537517056
1177,5950,1935,717537679412486144
1178,1663,474,na
1179,3258,883,717421791472431106
1180,6487,2012,717047453128790017
1181,3386,1024,717009356240384000
1182,4438,1242,716802957069697028
1183,6206,1510,716791134920552448
1184,1276,451,na
1185,13552,6207,na
1186,2447,222,716439112555823104
1187,2880,1139,716285498407456768
1188,6969,2017,716080861125292034
1189,3297,919,715928416713895936
1190,3858,1501,na
1191,4836,1772,715733232809955329
1192,2894,596,na
1193,4040,1353,715696738036744192
1194,4480,1704,715680780459098112
1195,5663,1654,715360342210166784
1196,3138,719,715342457676890113
1197,2505,687,715220173247131650
1198,5303,1984,715200615434031105
1199,4312,1298,715009744965120000
1200,3889,1083,714982297112612864
1201,7621,4494,na
1202,4277,1491,714957616947052546
1203,3385,1056,714631568564813824
1204,3759,971,714606006421028867
1205,2809,1221,na
1206,3135,754,714258253283213313
1207,3383,880,714251577813504000
1208,2353,922,714214106660741120
1209,4467,1478,714141403652231168
1210,3395,815,713919455693287424
1211,1983,569,na
1212,2944,776,713900595745275905
1213,5058,1448,713761188442677248
1214,4577,1361,713411058820460546
1215,7469,2971,713177538751774721
1216,4618,1532,713175901853319168
1217,19238,7075,712809014606827520
1218,12802,5261,712717831029202944
1219,4309,1279,712668618841042948
1220,5520,1646,712438152884043776
1221,251,25,na
1222,3930,1092,712097427059306497
1223,3049,941,712092738334941184
1224,3370,509,712085607170883584
1225,2348,661,712064997715791875
1226,0,131,711998175234510848
1227,8359,2440,711968119305211904
1228,2947,1035,711743773672394752
1229,9214,4344,711732672607821824
1230,34061,19269,711694754292109313
1231,4011,967,711652646256517120
1232,3797,1191,711363817834295296
1233,3436,769,711306672371847168
1234,3102,646,711008011691683840
1235,4723,1460,710997081670823936
1236,2643,726,710844577050206208
1237,2792,564,710833110598848513
1238,2393,593,710658682619617280
1239,4971,2484,na
1240,4712,1972,710588915867099136
1241,2454,777,na
1242,2219,542,710283263395246080
1243,4707,1319,710272293939879938
1244,2489,1185,710269104096153601
1245,3015,940,710153175412543488
1246,2868,934,710140968360665088
1247,5705,2101,710117006981341184
1248,3099,1120,709918790847492096
1249,698,105,709901249051754496
1250,3644,1259,709852841964396544
1251,3674,1267,709566161864826882
1252,3415,1117,709556945439617027
1253,1543,248,709519225661091845
1254,2318,609,709449595638706176
1255,2714,725,709409441024581632
1256,2498,601,709225114588549120
1257,13068,6161,709207338792525824
1258,2513,673,709198376978522112
1259,2085,704,na
1260,2116,440,709158324613324805
1261,4937,1724,709042081084391424
1262,1858,691,na
1263,3095,945,708845814165192704
1264,1754,531,708834245947559936
1265,17110,7316,708810903379005440
1266,2848,863,708738135744757760
1267,2646,758,708711077455011842
1268,2642,707,708479597491388418
1269,3204,863,708469903859306500
1270,16613,10671,na
1271,3740,1402,708356456928649216
1272,2435,775,708349462943498240
1273,4438,1615,708149338376171520
1274,3518,880,708130917802450944
1275,2779,1028,708119483462905857
1276,2002,569,708109384879046656
1277,4529,2017,708026062568087553
1278,3255,1182,707995806666768384
1279,51,2,na
1280,2808,1020,707969786605670405
1281,3410,997,707776912765132800
1282,2594,645,707741510117101568
1283,4254,2612,na
1284,3568,1055,707693564902428672
1285,2672,928,na
1286,17605,6749,707610936765390848
1287,2365,729,707420564403658752
1288,2372,624,707411927010582529
1289,3638,1364,707387669630881792
1290,3406,1137,707377090396626948
1291,2571,675,707315908499415040
1292,2875,832,707297296074072065
1293,2680,712,707059520279810048
1294,2274,834,707038182748119040
1295,4231,1440,707020843742838786
1296,2393,625,707014226158751746
1297,15149,8259,na
1298,2144,629,706901753699155968
1299,3455,1019,706681899490680832
1300,2676,1155,706644797256241152
1301,2235,661,706593029277294592
1302,3591,1487,706537990542254082
1303,3216,1090,706516523993731073
1304,3580,969,706346354252095488
1305,22187,8418,706310002273869824
1306,1766,492,706290925690097664
1307,2834,970,706265991110590465
1308,4050,2344,na
1309,5340,1693,706166462331920384
1310,1542,402,na
1311,3225,773,705975037652836353
1312,3258,936,705970342242729984
1313,2469,585,705898672375132160
1314,2021,552,705786528321044482
1315,3297,1216,705591886233235456
1316,3064,969,705475939698868224
1317,4621,1730,705442513113522177
1318,3963,1776,705428418666635264
1319,3110,785,705239205698531328
1320,2672,849,705223427129409536
1321,2237,538,705102425103839232
1322,2255,636,705066010735464451
1323,4431,1172,704871447097905152
1324,2339,574,704859541930962945
1325,5298,1619,704847907636305920
1326,2740,1046,704819829430218752
1327,6886,3054,704761116849774592
1328,3043,1054,704499780106493952
1329,794,84,na
1330,3527,1115,704480327234953220
1331,8331,3745,704364642517262336
1332,1653,365,704347313985228800
1333,1565,493,na
1334,1924,594,704113287844098048
1335,3032,957,704054834471833603
1336,1909,489,703774235978817536
1337,3415,1200,703769060060884992
1338,2699,723,703631691173269505
1339,4010,1594,703611476301516800
1340,3943,1452,703424980705538048
1341,2544,733,703407224702414850
1342,3645,1192,703382800452493312
1343,1988,405,703356390035714048
1344,2042,572,703268508835176448
1345,7698,3273,703079038101929984
1346,27393,13236,703041942922383361
1347,2697,761,702932120042397696
1348,1675,478,na
1349,3348,1140,702684938378874880
1350,2287,592,702671112556158976
1351,12665,3617,702598091703250944
1352,2986,1010,702539494201782274
1353,3316,1645,na
1354,3409,1088,702321133908054017
1355,2570,806,702276744527618049
1356,4989,1408,702217432463708160
1357,3587,1049,701981383707725824
1358,3973,1078,701952810871435266
1359,3685,1453,701889181371465729
1360,3564,1784,na
1361,2170,481,701601582807445506
1362,2924,984,701570466310397952
1363,2765,645,701545177110937600
1364,12685,5398,701214695424991232
1365,2299,606,700890380988981249
1366,2689,647,700864147752402944
1367,2521,528,700847557816295424
1368,2533,1009,700796971284635648
1369,23765,9867,700747775256821764
1370,2742,848,700518050383028224
1371,2378,600,700505126490886144
1372,4303,1900,700462006156054530
1373,2746,784,700167508985298945
1374,2322,701,700151417617694720
1375,7834,2890,700143743228207110
1376,2754,731,700062708859666432
1377,2154,615,700029279581708288
1378,3443,1417,700002054861889536
1379,3189,1011,699801805379735552
1380,2323,525,699788867692531712
1381,2879,1314,699779623626870785
1382,2033,639,699775876779663360
1383,10660,4855,699691737665642497
1384,6181,2755,699446858545020928
1385,2249,536,699434513307471874
1386,1428,349,699423667558731776
1387,2152,649,699413904074665988
1388,1958,460,699370841985851393
1389,3289,912,699323436762603521
1390,2335,666,699088574608707585
1391,2550,691,699079599976771585
1392,3130,1255,699072391083880449
1393,3927,1905,na
1394,2708,1262,699036651171897344
1395,3508,1038,698989023348576256
1396,2810,956,698953792398692352
1397,2641,658,698907962606292992
1398,2574,720,698710700634591234
1399,1510,401,698703472636641280
1400,1341,358,698635005506015234
1401,2419,652,698549703420612608
1402,1948,478,698355656588447745
1403,2350,999,698341973569245184
1404,4938,2125,698262609242492930
1405,17437,6290,698195403653705729
1406,2918,786,698178914674458625
1407,1590,353,697995509609402369
1408,3418,1369,697990414305984512
1409,2494,724,697943103282393088
1410,3141,1259,697881447554613248
1411,1821,568,na
1412,3283,1069,697616761932283904
1413,3157,1329,697596416638787586
1414,2122,526,697575475464417280
1415,2157,1193,na
1416,2515,710,697482920076951552
1417,3542,1459,697463021304750083
1418,4860,1965,697270435977818113
1419,3420,1050,697259367968739328
1420,3143,1222,697255089266933760
1421,2614,704,697242246874296320
1422,3313,1078,696900198681989122
1423,2429,709,696894886692331521
1424,5039,1900,696886248611381248
1425,2534,746,696877972649807873
1426,1539,377,696754874445230081
1427,2150,989,na
1428,2465,679,696713823303135232
1429,4052,1794,na
1430,1270,152,na
1431,2643,1085,696488707105386500
1432,3345,1204,696405977432748032
1433,2017,701,na
1434,3133,1231,695816820624912384
1435,3310,821,695794756677410817
1436,1946,790,695767665437233153
1437,4749,2219,695629772496465921
1438,4552,1912,695446411954012160
1439,8999,3773,695409457417707521
1440,3782,1548,695314741183516673
1441,2747,650,695095415818096640
1442,2961,1170,695074323816669184
1443,1672,635,695064251149508610
1444,2768,832,695051050697539585
1445,2804,964,na
1446,2860,982,694905854068285440
1447,37197,15265,694669716326072320
1448,1568,302,694356670072373248
1449,2129,656,694352832733040641
1450,1637,509,na
1451,2088,526,694329663192195076
1452,4351,2142,694206563263848448
1453,3068,982,694183359854018562
1454,3535,1087,694001777612435457
1455,1947,427,na
1456,1802,387,693942347109928960
1457,2809,625,693647886148567040
1458,1397,132,na
1459,2638,436,693642227030085632
1460,2554,839,693629966060228610
1461,1609,389,693622654595571712
1462,5268,2088,693590840128770048
1463,1712,270,na
1464,1853,668,693486485266247680
1465,3503,1306,693280713496469504
1466,2483,860,na
1467,2324,527,693262842930159616
1468,2988,773,693231800538148864
1469,8195,3388,693155678760931330
1470,1787,648,693108992730632192
1471,1950,487,693095429051932672
1472,2769,789,692919138839326722
1473,2540,924,692905856917180416
1474,1857,637,692901591318294528
1475,2369,854,692894221984903170
1476,3004,927,692828155242004480
1477,7104,3835,692752274041507842
1478,4531,1622,692568911158489088
1479,3322,1437,692535299021340674
1480,1920,441,692530544530296832
1481,1538,242,na
1482,9714,3675,692417305561686016
1483,2630,863,692186996341628929
1484,2236,836,692158336909852672
1485,1713,415,692142771344400384
1486,3541,1348,na
1487,2986,1006,692017283690995713
1488,4109,1755,691820329321287680
1489,8441,4442,na
1490,3012,1074,691756951399591936
1491,2024,531,691675641209589761
1492,2475,595,691483034810474496
1493,4223,1216,691459697358934016
1494,2757,890,691444863414439936
1495,20112,8086,691416861947379712
1496,2674,695,691321897217191936
1497,3076,933,691096572814176256
1498,1784,355,691090043692322820
1499,6135,3027,na
1500,3737,1325,690959636103577600
1501,4292,2102,690938889876410368
1502,3415,1081,690932565696483328
1503,3939,1346,690735878365315073
1504,2263,545,690728920233218049
1505,2420,845,690690667417354240
1506,1363,293,690649985252220930
1507,305,17,na
1508,2045,637,690597153803149313
1509,1953,477,690400359613865984
1510,3399,907,690374413078958080
1511,2753,944,690360446273110016
1512,1572,544,na
1513,1748,434,690248557182488576
1514,2901,1095,690021988220456960
1515,2615,782,690015570461376513
1516,3821,1784,690005054112284675
1517,1486,395,689999372554207232
1518,1522,480,na
1519,1427,471,689977549053673473
1520,2527,732,689905475991646208
1521,3151,1245,689877678846001154
1522,2253,796,689835959928635392
1523,3334,984,689661959805906944
1524,10778,4093,689659367294136321
1525,2319,678,689623654657826819
1526,12094,5852,689599051189391361
1527,2129,485,689557528733163520
1528,3536,1513,689517477928292354
1529,2350,995,689289176076959744
1530,3420,1165,689283815399927809
1531,2073,754,689280867391254530
1532,1205,260,689275256180183040
1533,2665,1145,na
1534,3189,1058,689154306549792769
1535,2104,541,689143357063475200
1536,2848,921,688916187321864196
1537,2202,821,688908927027810304
1538,2190,837,688898152519323649
1539,2332,735,688894059750883329
1540,1434,393,688828550535901190
1541,1005,205,688804831675461632
1542,2311,699,688789753932722176
1543,2721,741,688547202457858048
1544,2408,777,688519168061091840
1545,9658,4708,688385255020036098
1546,2321,878,688211379870806016
1547,2204,619,688179431681036292
1548,2946,825,688116647345848321
1549,1804,381,688064156361072640
1550,5697,2675,na
1551,2842,1191,687826834726195200
1552,2604,1007,687818498882551808
1553,2498,743,687807796000243712
1554,1839,698,na
1555,2543,884,687704170560749568
1556,2015,538,687664822905778177
1557,1987,607,687494643500515329
1558,1661,255,687480736518111232
1559,2059,563,687476249128734720
1560,2130,573,687460500490338305
1561,1967,663,na
1562,20914,9678,687317297157935104
1563,4539,2012,687312369295486976
1564,5681,2422,687127922726039555
1565,2258,532,687124481781927936
1566,6056,2609,687109919556956160
1567,2432,1044,687102703005265921
1568,2343,639,687096050230820864
1569,8972,3365,686947095916363777
1570,3665,1459,na
1571,3616,1544,686749394683691008
1572,4324,1270,686730987418550272
1573,2926,850,686683039674531840
1574,3838,1443,686618344242442241
1575,1974,576,686606059734216705
1576,1811,717,na
1577,3391,929,686386513144377345
1578,2308,595,686377054594441218
1579,2289,717,686358343338844161
1580,4160,1762,na
1581,2293,769,686050200440451072
1582,1204,129,na
1583,3241,1233,686034020262625280
1584,2587,448,686007910048989185
1585,1898,675,686003200739115008
1586,2200,555,685973228901261312
1587,1691,635,685943751555051520
1588,7830,3087,685906717385854977
1589,2120,134,na
1590,2442,604,685667374155075584
1591,3388,1549,685663358637486080
1592,3056,828,685641966403645440
1593,34326,16624,685547930707750912
1594,3164,1223,685532287132430340
1595,9872,4221,685325091882799104
1596,2757,680,685321578897354753
1597,3487,1146,685315229488680960
1598,2154,465,685307443652472833
1599,3222,1274,685268746391273473
1600,2430,704,685198908713267200
1601,4261,1507,685169266828685312
1602,2459,399,na
1603,7087,3319,684959791626727424
1604,3347,1104,684940035184001024
1605,3642,493,684926877937487872
1606,3658,1554,684914653630173184
1607,1957,562,684902175449939968
1608,2186,870,684880611673292800
1609,36446,22872,na
1610,2830,1058,684800218777321474
1611,9293,3742,684594884913836032
1612,4280,1491,na
1613,3135,1301,684567534276853761
1614,2751,1009,684538367950872576
1615,4042,1238,684481069622673408
1616,2067,589,684460065332445184
1617,8489,3513,684241624206045185
1618,1286,226,684225739852492800
1619,3984,1460,684222770729893889
1620,2252,1089,684200328540098561
1621,1996,550,684195074750599168
1622,3623,1246,684188780455170048
1623,2105,712,684177692749639681
1624,3099,1582,na
1625,2076,500,684122864098885634
1626,4276,1524,684097750632411136
1627,3961,1184,683857914461839360
1628,2009,371,683852572600459264
1629,2728,1038,683849926879494144
1630,2727,1175,683834825250320385
1631,2917,1121,683828594020200448
1632,3484,1437,683773435294515200
1633,6765,3519,683742666396426240
1634,7658,3091,na
1635,3300,1022,683498316290637824
1636,2747,1055,683481223382052864
1637,2524,711,683462766443802624
1638,4062,1707,683449687257559040
1639,7928,2522,683391846228357120
1640,3051,995,683357941668392967
1641,3003,1104,683142548005777412
1642,3530,964,683111392338034688
1643,2256,701,683098811808518144
1644,2064,597,683078878106005505
1645,2236,772,683030059720916992
1646,38466,17683,682962022129135616
1647,1849,191,na
1648,2571,1185,682788433895489537
1649,1586,463,682750531614445569
1650,1370,380,682697175697088514
1651,3170,1147,682662408112975876
1652,2140,641,682638783267889155
1653,3576,1238,682429474584018946
1654,7896,1868,682406696551985154
1655,2330,726,682393897700474880
1656,1733,495,682388986111913984
1657,3198,1062,682303730440601600
1658,4338,1284,682259518139555840
1659,3395,1251,682242687110672384
1660,19003,10472,na
1661,5154,1789,682059648447438848
1662,3336,1022,682047323002810373
1663,6851,2132,682031998756470785
1664,3282,1627,682003173041549313
1665,2908,1093,681981160138895360
1666,2566,873,681891446547427328
1667,13296,4298,681694081152516096
1668,1838,476,681679500770414592
1669,2736,984,681654055031189505
1670,1987,504,681610777703387137
1671,3691,1377,681579814340456449
1672,14901,6152,681523166406164481
1673,1706,295,na
1674,9673,4306,681339442087497728
1675,2760,797,681320179880443904
1676,4103,1937,681302357297229824
1677,3336,1017,681297367627395075
1678,3345,1169,681281653780656128
1679,1517,290,681261544890576896
1680,1559,571,681242414783201280
1681,2497,513,681231097963921409
1682,3860,1572,681193441674551296
1683,2524,709,680970791404605441
1684,4738,2119,680959103779368960
1685,3351,1120,680940240811474944
1686,2161,466,680934975001227264
1687,2493,656,680913431944245248
1688,1837,385,680889641415872512
1689,3600,1407,680836369753739264
1690,2246,701,na
1691,2461,873,680801737658265600
1692,2971,1105,680798406277599232
1693,2740,754,680609277350821889
1694,3769,1427,680583886422831105
1695,4397,2017,680497759183597569
1696,1787,510,680494717491085312
1697,2650,790,680473002811744256
1698,1513,535,680440290977693696
1699,1517,306,680221462859542528
1700,2952,1250,680206691359715328
1701,2231,533,680191245453537280
1702,4055,1660,680176161213779968
1703,2410,779,680161093025697792
1704,3756,1849,680145966133981184
1705,2368,1006,680130874835337216
1706,2811,959,680115813882408961
1707,3705,1445,679944180743954432
1708,13272,9472,680081458753605632
1709,2680,929,679935050679468032
1710,2051,684,679877054611894272
1711,2262,700,na
1712,2550,656,679862116216651776
1713,2972,1304,679854718617817088
1714,2460,806,679844486353059841
1715,37621,14867,679828437910089729
1716,3201,1178,679777881363329024
1717,2169,839,679736205899100160
1718,2249,868,679729589501865985
1719,1720,496,679722011451604992
1720,4947,2198,679530275207016450
1721,2747,763,679527796289474560
1722,3502,1343,679511347441328128
1723,3256,1557,679503367408889856
1724,2168,673,679475944860459008
1725,32911,19916,679462815506296832
1726,2463,1270,na
1727,22223,8565,679158360810352640
1728,2873,1090,679148757628399616
1729,3077,1225,679132430461239296
1730,6174,2703,679111114081370114
1731,17667,8678,679062609438445568
1732,2331,715,679047479124455425
1733,2927,1305,na
1734,2408,1244,678991763986624512
1735,1701,487,678969221598973953
1736,2667,953,678800275839311872
1737,3597,1253,678798260958441472
1738,2895,968,678774916997582848
1739,3667,1442,678767129399726082
1740,1694,503,678764509826281472
1741,7395,3491,678755229639151616
1742,3893,1792,678740029439614976
1743,5764,2554,na
1744,2976,1561,678675831426797568
1745,2119,446,678643449407541248
1746,4134,1652,678446146176593921
1747,5593,2678,678424305764589568
1748,4378,1923,678410205395308544
1749,81817,33476,678399528077250560
1750,1644,443,678396790178258944
1751,1932,441,678389021215707136
1752,2523,960,678380231556595712
1753,1789,566,678341071122784256
1754,1344,273,678334491241377793
1755,11842,6401,678278583370911744
1756,1637,394,678255458960859137
1757,1992,405,na
1758,14186,6723,678021110609412096
1759,3532,1775,na
1760,1398,432,677918521637097472
1761,4985,2221,677895096763854848
1762,3157,1016,677716509234487297
1763,3503,1524,677700000441360384
1764,1266,336,677698398770888704
1765,2556,892,677687590175252480
1766,3448,1575,677673978874433536
1767,2011,1025,677662334756761600
1768,1921,837,677644010865999872
1769,2208,762,677573736200052737
1770,1334,481,677565708809695232
1771,2511,1222,677557553648242688
1772,7148,3828,677547920938373125
1773,1109,238,677530062560841728
1774,3133,1877,na
1775,1395,307,677334608892030978
1776,1129,246,677331497041461248
1777,3742,1574,677328876637302784
1778,1691,560,677314798338621440
1779,1280,430,677301027595530240
1780,2057,742,677269275850219520
1781,3645,1719,677228864888823810
1782,2810,970,677187290628780032
1783,2865,1125,676975524699336704
1784,2276,847,676957802976419840
1785,1346,419,676949624503013376
1786,2237,913,676948231155277824
1787,1760,394,676946858959327232
1788,2132,795,676942415815712771
1789,13069,5135,676936535535656961
1790,3051,1881,na
1791,2319,756,676897528592392192
1792,2157,741,676864493910028289
1793,23708,16335,676821953035005952
1794,1857,696,676819644326506496
1795,1452,443,676811739476967424
1796,5143,2100,676776408941662209
1797,2977,1029,676617499136409600
1798,1116,205,676613902327762944
1799,1933,458,676606781406212100
1800,1195,402,676603389325672448
1801,4697,2258,na
1802,937,132,na
1803,2389,833,676588338652930048
1804,1237,291,676582950259965952
1805,2661,1169,676575493756334080
1806,1928,583,676533777246515201
1807,1555,558,676496369692078080
1808,11899,4876,676470631479812096
1809,1763,693,676439996623097856
1810,1430,361,676430925232627713
1811,2131,576,676263568602324992
1812,1258,306,676237351492960256
1813,77434,32426,676219682148499456
1814,1783,608,676215924094029825
1815,2336,1077,676191822486577152
1816,1969,691,676146336014667776
1817,2208,1207,na
1818,2889,1211,676101885682655232
1819,3079,1499,676098701056577536
1820,1348,451,676089477950021632
1821,1666,596,675898073508421632
1822,2177,903,675891545124421633
1823,2429,1002,675888381008683009
1824,4268,1455,675878195854483457
1825,1676,598,675870715636224001
1826,2745,1352,675853058589396992
1827,960,154,na
1828,2330,924,675845652761468928
1829,1559,557,675822760556412928
1830,1073,240,675820925212823552
1831,10478,3521,675798434532581376
1832,1660,493,675781559312506880
1833,1196,360,675740268751138818
1834,1932,856,675710882740092928
1835,2022,726,675707321759039488
1836,657,102,675706586661195778
1837,1858,434,675534486789103617
1838,1208,401,675531466269286400
1839,1064,296,675522395390795777
1840,1326,475,675517812106919936
1841,17481,6034,675501041127936000
1842,3199,1350,675497072129249285
1843,1332,622,675489960972165120
1844,1878,1011,675483424052801536
1845,1557,592,675432740347617280
1846,1728,529,675372232026292224
1847,1067,236,675362604022386688
1848,33452,17859,675354114423808004
1849,3986,2338,675349367813877760
1850,2832,1344,675334050127544320
1851,3682,1670,675166815044173826
1852,6408,2705,675153368143237120
1853,3810,1737,675149402210701313
1854,961,249,675147100796121089
1855,1212,325,675146530370822144
1856,2172,937,675145464153550848
1857,1321,510,675135144945131520
1858,1985,810,675113795468066816
1859,984,261,675111682683875329
1860,2846,1180,675109283521036288
1861,1080,340,675047295654756356
1862,2762,1243,675015108200919041
1863,1004,235,675006303748665346
1864,1583,489,675003114139852800
1865,2287,1138,674999800484368385
1866,875,368,674805331965399040
1867,3063,888,674800515520331776
1868,2547,1125,674793390643482624
1869,1127,258,674790484284436480
1870,828,217,674788547291914240
1871,2033,1248,674781757573591040
1872,1140,492,674774472939970560
1873,1858,817,674767886842511361
1874,795,247,674764810110820352
1875,1382,465,674754014320402432
1876,1482,482,674752226452094976
1877,1429,573,674743003064438784
1878,496,53,na
1879,1129,406,674739948218671104
1880,661,96,674737125598752768
1881,1166,482,674690120767918080
1882,1635,675,674670575701348352
1883,939,263,674664748949090304
1884,1457,513,674646386542043136
1885,1043,277,674644247564394496
1886,1711,599,674638611350859777
1887,1524,598,674632705875705856
1888,952,102,na
1889,6331,2120,674468873001938944
1890,1085,367,674447395825049600
1891,1130,406,674436896903315456
1892,1455,554,674422297940357120
1893,691,145,674416741997535237
1894,1218,481,674410613875937281
1895,1519,591,674394776565891077
1896,855,322,674372059363983360
1897,571,76,na
1898,1436,529,674318003345997825
1899,11492,7174,na
1900,14953,6061,674291829689331712
1901,1590,751,674271425029652480
1902,914,232,674269159417585664
1903,1666,876,674265568518778880
1904,1324,468,674262576474234881
1905,1487,572,674255163272642560
1906,762,176,674082847171457024
1907,994,298,674075280806420480
1908,6456,2270,674063277207457792
1909,3367,1336,674053181157064704
1910,1463,497,674051551040770048
1911,1436,655,674045131608236033
1912,732,132,674042547585605633
1913,1116,424,674038229604044801
1914,855,218,674036081864609793
1915,1801,1264,674024888533966848
1916,1150,309,674019340715446272
1917,1583,665,674014376857174021
1918,1213,365,674008948689657856
1919,1969,991,673956906873036801
1920,1183,378,673919430984908800
1921,3228,1661,673906390507868160
1922,942,257,673887841718394880
1923,3124,775,na
1924,3583,2144,673715845458173952
1925,1048,304,673711450012180480
1926,858,283,673709986195890176
1927,1092,297,673708601312178176
1928,1106,403,673707042180341760
1929,1270,411,673705663651016704
1930,1452,589,673700228504137728
1931,3846,2007,673697971540762624
1932,1751,666,673689698171228160
1933,1273,505,673688739344949248
1934,1452,450,673686768529645568
1935,1385,479,673680162584698880
1936,1269,368,673662511204319236
1937,722,248,673656255106441220
1938,1118,368,673636700506181632
